Site	Sample depth	Age	Mg/Ca	Mg/Ca adj.	Taxa	Paleodepth	Reference	
ODP1218	120.700	26.699	1.25	1.52	Oridorsalis umbonatus	4129	LearRosenthalOthers04
ODP0747		26.703			Cibicidoides mundulus	1711	BillupsSchragOld02
ODP1218	121.700	26.779	1.36	1.63	Oridorsalis umbonatus	4126	LearRosenthalOthers04
ODP1218	122.200	26.818	1.39	1.66	Oridorsalis umbonatus	4125	LearRosenthalOthers04
ODP1218	124.300	26.900	1.26	1.53	Oridorsalis umbonatus	4123	LearRosenthalOthers04
ODP1218	125.130	26.965	1.48	1.75	Oridorsalis umbonatus	4121	LearRosenthalOthers04
ODP1218	125.130	26.965	1.48	1.75	Oridorsalis umbonatus	4121	LearRosenthalOthers04
ODP1218	125.630	27.003	1.62	1.89	Oridorsalis umbonatus	4119	LearRosenthalOthers04
ODP1218	126.630	27.081	1.34	1.61	Oridorsalis umbonatus	4117	LearRosenthalOthers04
ODP1218	128.130	27.198	1.54	1.81	Oridorsalis umbonatus	4113	LearRosenthalOthers04
ODP1218	129.130	27.275	1.60	1.87	Oridorsalis umbonatus	4110	LearRosenthalOthers04
ODP1218	130.130	27.354	1.59	1.86	Oridorsalis umbonatus	4108	LearRosenthalOthers04
ODP1218	127.880	27.358	1.49	1.76	Oridorsalis umbonatus	4106	LearRosenthalOthers04
ODP1218	130.630	27.393	1.38	1.65	Oridorsalis umbonatus	4106	LearRosenthalOthers04
ODP1218	130.630	27.393	1.50	1.77	Oridorsalis umbonatus	4106	LearRosenthalOthers04
ODP1218	130.630	27.393	1.50	1.77	Oridorsalis umbonatus	4106	LearRosenthalOthers04
ODP1218	128.380	27.404	1.43	1.70	Oridorsalis umbonatus	4104	LearRosenthalOthers04
ODP1218	128.880	27.444	1.72	1.99	Oridorsalis umbonatus	4103	LearRosenthalOthers04
ODP1218	129.380	27.482	1.51	1.78	Oridorsalis umbonatus	4102	LearRosenthalOthers04
ODP1218	129.880	27.521	1.61	1.88	Oridorsalis umbonatus	4100	LearRosenthalOthers04
ODP1218	131.380	27.638	1.53	1.80	Oridorsalis umbonatus	4096	LearRosenthalOthers04
ODP1218	131.880	27.677	1.50	1.77	Oridorsalis umbonatus	4095	LearRosenthalOthers04
ODP1218	133.800	27.701	1.64	1.91	Oridorsalis umbonatus	4095	LearRosenthalOthers04
ODP1218	133.880	27.707	1.35	1.62	Oridorsalis umbonatus	4095	LearRosenthalOthers04
ODP1218	132.380	27.715	1.49	1.75	Oridorsalis umbonatus	4094	LearRosenthalOthers04
ODP1218	134.380	27.746	1.56	1.82	Oridorsalis umbonatus	4094	LearRosenthalOthers04
ODP1218	134.880	27.785	1.63	1.89	Oridorsalis umbonatus	4092	LearRosenthalOthers04
ODP1218	133.380	27.799	1.60	1.86	Oridorsalis umbonatus	4091	LearRosenthalOthers04
ODP1218	133.880	27.836	1.40	1.66	Oridorsalis umbonatus	4090	LearRosenthalOthers04
ODP1218	134.380	27.867	1.37	1.63	Oridorsalis umbonatus	4089	LearRosenthalOthers04
ODP1218	136.880	27.912	1.37	1.63	Oridorsalis umbonatus	4088	LearRosenthalOthers04
ODP1218	137.380	27.941	1.62	1.88	Oridorsalis umbonatus	4087	LearRosenthalOthers04
ODP1218	135.880	27.956	1.48	1.74	Oridorsalis umbonatus	4086	LearRosenthalOthers04
ODP1218	137.700	27.959	1.62	1.88	Oridorsalis umbonatus	4087	LearRosenthalOthers04
ODP1218	136.380	27.981	1.57	1.83	Oridorsalis umbonatus	4085	LearRosenthalOthers04
ODP1218	138.230	27.989	1.51	1.77	Oridorsalis umbonatus	4086	LearRosenthalOthers04
ODP1218	138.730	28.019	1.59	1.85	Oridorsalis umbonatus	4085	LearRosenthalOthers04
ODP1218	139.200	28.046	1.39	1.65	Oridorsalis umbonatus	4084	LearRosenthalOthers04
ODP1218	139.730	28.077	1.35	1.61	Oridorsalis umbonatus	4083	LearRosenthalOthers04
ODP1218	140.200	28.104	1.54	1.80	Oridorsalis umbonatus	4082	LearRosenthalOthers04
ODP1218	140.700	28.133	1.63	1.89	Oridorsalis umbonatus	4081	LearRosenthalOthers04
ODP1218	138.380	28.161	1.72	1.98	Oridorsalis umbonatus	4079	LearRosenthalOthers04
ODP1218	138.900	28.193	1.52	1.78	Oridorsalis umbonatus	4078	LearRosenthalOthers04
DSDP573	392.420	28.204	1.99	2.15	Oridorsalis umbonatus	3478	LearElderfieldOthers00
ODP1218	139.400	28.232	1.33	1.59	Oridorsalis umbonatus	4076	LearRosenthalOthers04
ODP1218	139.900	28.271	1.40	1.66	Oridorsalis umbonatus	4075	LearRosenthalOthers04
ODP1218	139.900	28.271	1.58	1.84	Oridorsalis umbonatus	4075	LearRosenthalOthers04
ODP1218	140.400	28.311	1.53	1.79	Oridorsalis umbonatus	4073	LearRosenthalOthers04
ODP1218	140.900	28.350	1.63	1.89	Oridorsalis umbonatus	4072	LearRosenthalOthers04
ODP1218	141.400	28.389	1.49	1.75	Oridorsalis umbonatus	4071	LearRosenthalOthers04
ODP1218	141.900	28.428	1.62	1.88	Oridorsalis umbonatus	4069	LearRosenthalOthers04
ODP1218	143.290	28.428	1.66	1.92	Oridorsalis umbonatus	4070	LearRosenthalOthers04
ODP1218	142.400	28.467	1.43	1.69	Oridorsalis umbonatus	4068	LearRosenthalOthers04
ODP1218	142.900	28.506	1.40	1.66	Oridorsalis umbonatus	4067	LearRosenthalOthers04
ODP1218	143.400	28.550	1.49	1.75	Oridorsalis umbonatus	4065	LearRosenthalOthers04
ODP1218	143.900	28.601	1.33	1.59	Oridorsalis umbonatus	4063	LearRosenthalOthers04
ODP1218	145.480	28.643	1.48	1.74	Oridorsalis umbonatus	4062	LearRosenthalOthers04
ODP1218	144.400	28.652	1.91	2.17	Oridorsalis umbonatus	4061	LearRosenthalOthers04
ODP1218	145.980	28.695	1.66	1.92	Oridorsalis umbonatus	4060	LearRosenthalOthers04
ODP1218	146.480	28.731	1.97	2.23	Oridorsalis umbonatus	4059	LearRosenthalOthers04
ODP1218	146.980	28.757	1.45	1.71	Oridorsalis umbonatus	4058	LearRosenthalOthers04
ODP1218	147.480	28.781	1.51	1.77	Oridorsalis umbonatus	4058	LearRosenthalOthers04
ODP1218	147.980	28.807	1.46	1.72	Oridorsalis umbonatus	4057	LearRosenthalOthers04
ODP1218	148.480	28.833	1.61	1.87	Oridorsalis umbonatus	4056	LearRosenthalOthers04
ODP1218	148.900	28.854	1.55	1.81	Oridorsalis umbonatus	4055	LearRosenthalOthers04
ODP1218	147.400	28.877	1.49	1.75	Oridorsalis umbonatus	4053	LearRosenthalOthers04
ODP1218	147.400	28.877	1.60	1.86	Oridorsalis umbonatus	4053	LearRosenthalOthers04
ODP1218	147.400	28.877	1.63	1.89	Oridorsalis umbonatus	4053	LearRosenthalOthers04
ODP1218	149.380	28.879	1.67	1.93	Oridorsalis umbonatus	4055	LearRosenthalOthers04
ODP1218	147.900	28.902	1.37	1.63	Oridorsalis umbonatus	4053	LearRosenthalOthers04
ODP1218	148.400	28.927	1.43	1.69	Oridorsalis umbonatus	4052	LearRosenthalOthers04
ODP1218	148.900	28.953	1.55	1.81	Oridorsalis umbonatus	4051	LearRosenthalOthers04
ODP1218	149.400	28.979	1.41	1.67	Oridorsalis umbonatus	4050	LearRosenthalOthers04
ODP1218	149.900	29.004	1.61	1.87	Oridorsalis umbonatus	4049	LearRosenthalOthers04
ODP1218	150.400	29.029	1.45	1.71	Oridorsalis umbonatus	4049	LearRosenthalOthers04
ODP1218	152.800	29.038	1.64	1.90	Oridorsalis umbonatus	4050	LearRosenthalOthers04
ODP1218	150.900	29.055	1.46	1.72	Oridorsalis umbonatus	4048	LearRosenthalOthers04
ODP1218	151.400	29.081	1.59	1.85	Oridorsalis umbonatus	4047	LearRosenthalOthers04
ODP1218	151.900	29.105	1.33	1.59	Oridorsalis umbonatus	4046	LearRosenthalOthers04
ODP1218	152.400	29.131	1.31	1.57	Oridorsalis umbonatus	4046	LearRosenthalOthers04
ODP1218	152.900	29.157	1.46	1.72	Oridorsalis umbonatus	4045	LearRosenthalOthers04
ODP1218	153.400	29.183	1.45	1.71	Oridorsalis umbonatus	4044	LearRosenthalOthers04
ODP1218	153.900	29.208	1.44	1.70	Oridorsalis umbonatus	4043	LearRosenthalOthers04
ODP1218	155.500	29.230	1.41	1.67	Oridorsalis umbonatus	4043	LearRosenthalOthers04
ODP1218	155.500	29.230	1.44	1.70	Oridorsalis umbonatus	4043	LearRosenthalOthers04
ODP1218	154.400	29.233	1.47	1.73	Oridorsalis umbonatus	4042	LearRosenthalOthers04
ODP1218	156.000	29.256	1.58	1.84	Oridorsalis umbonatus	4042	LearRosenthalOthers04
ODP1218	156.500	29.282	1.45	1.71	Oridorsalis umbonatus	4042	LearRosenthalOthers04
ODP1218	157.000	29.307	1.54	1.80	Oridorsalis umbonatus	4041	LearRosenthalOthers04
ODP1218	157.500	29.332	1.53	1.78	Oridorsalis umbonatus	4040	LearRosenthalOthers04
ODP1218	158.000	29.358	1.50	1.75	Oridorsalis umbonatus	4039	LearRosenthalOthers04
ODP1218	158.500	29.384	1.52	1.77	Oridorsalis umbonatus	4038	LearRosenthalOthers04
ODP1218	159.000	29.408	1.41	1.66	Oridorsalis umbonatus	4038	LearRosenthalOthers04
ODP1218	159.000	29.408	1.48	1.73	Oridorsalis umbonatus	4038	LearRosenthalOthers04
ODP1218	159.500	29.434	1.56	1.81	Oridorsalis umbonatus	4037	LearRosenthalOthers04
ODP1218	160.000	29.460	1.58	1.83	Oridorsalis umbonatus	4036	LearRosenthalOthers04
ODP1218	160.500	29.484	1.43	1.68	Oridorsalis umbonatus	4035	LearRosenthalOthers04
ODP1218	160.500	29.484	1.49	1.74	Oridorsalis umbonatus	4035	LearRosenthalOthers04
ODP1218	159.080	29.488	1.52	1.77	Oridorsalis umbonatus	4034	LearRosenthalOthers04
DSDP573	411.830	29.501	1.84	2.00	Oridorsalis umbonatus	3418	LearElderfieldOthers00
DSDP573	411.830	29.501	1.54	1.88	Cibicidoides mundulus	3418	LearElderfieldOthers00
ODP1218	159.580	29.512	1.55	1.80	Oridorsalis umbonatus	4033	LearRosenthalOthers04
ODP1218	160.080	29.536	1.51	1.76	Oridorsalis umbonatus	4033	LearRosenthalOthers04
ODP1218	160.080	29.536	1.51	1.76	Oridorsalis umbonatus	4033	LearRosenthalOthers04
ODP1218	160.580	29.561	1.44	1.69	Oridorsalis umbonatus	4032	LearRosenthalOthers04
ODP1218	160.580	29.561	1.50	1.75	Oridorsalis umbonatus	4032	LearRosenthalOthers04
ODP1218	161.080	29.585	1.47	1.72	Oridorsalis umbonatus	4031	LearRosenthalOthers04
ODP1218	161.580	29.608	1.40	1.65	Oridorsalis umbonatus	4030	LearRosenthalOthers04
ODP1218	162.080	29.633	1.52	1.77	Oridorsalis umbonatus	4030	LearRosenthalOthers04
ODP1218	162.290	29.648	1.43	1.68	Oridorsalis umbonatus	4029	LearRosenthalOthers04
ODP1218	162.600	29.658	1.45	1.70	Oridorsalis umbonatus	4029	LearRosenthalOthers04
ODP1218	162.650	29.681	1.58	1.83	Oridorsalis umbonatus	4028	LearRosenthalOthers04
ODP1218	163.080	29.681	1.59	1.84	Oridorsalis umbonatus	4028	LearRosenthalOthers04
ODP1218	163.720	29.733	1.57	1.82	Oridorsalis umbonatus	4026	LearRosenthalOthers04
ODP1218	163.720	29.733	1.59	1.84	Oridorsalis umbonatus	4026	LearRosenthalOthers04
ODP1218	164.230	29.801	1.53	1.78	Oridorsalis umbonatus	4023	LearRosenthalOthers04
ODP1218	164.230	29.801	1.55	1.80	Oridorsalis umbonatus	4023	LearRosenthalOthers04
ODP0689	101.320	29.837	2.25	2.11	Cibicidoides spp. Billups	1750	BillupsSchrag03
ODP1218	164.720	29.863	1.49	1.74	Oridorsalis umbonatus	4021	LearRosenthalOthers04
DSDP573	420.350	29.870	1.21	1.49	Cibicidoides mundulus	3402	LearElderfieldOthers00
ODP1218	165.220	29.892	1.26	1.51	Oridorsalis umbonatus	4020	LearRosenthalOthers04
ODP1218	165.730	29.921	1.32	1.57	Oridorsalis umbonatus	4019	LearRosenthalOthers04
ODP1218	165.730	29.921	1.45	1.70	Oridorsalis umbonatus	4019	LearRosenthalOthers04
ODP1218	166.160	29.946	1.45	1.70	Oridorsalis umbonatus	4018	LearRosenthalOthers04
ODP1218	166.160	29.946	1.50	1.75	Oridorsalis umbonatus	4018	LearRosenthalOthers04
ODP1218	167.480	29.978	1.34	1.59	Oridorsalis umbonatus	4018	LearRosenthalOthers04
ODP1218	168.500	30.036	1.37	1.62	Oridorsalis umbonatus	4016	LearRosenthalOthers04
ODP1218	169.000	30.065	1.47	1.72	Oridorsalis umbonatus	4015	LearRosenthalOthers04
ODP1218	169.500	30.093	1.47	1.72	Oridorsalis umbonatus	4014	LearRosenthalOthers04
ODP1218	170.000	30.122	1.48	1.73	Oridorsalis umbonatus	4013	LearRosenthalOthers04
ODP1218	170.500	30.151	1.43	1.68	Oridorsalis umbonatus	4012	LearRosenthalOthers04
ODP1218	171.000	30.180	1.40	1.65	Oridorsalis umbonatus	4011	LearRosenthalOthers04
ODP0689	102.740	30.186	2.08	1.96	Cibicidoides spp. Billups	1744	BillupsSchrag03
ODP1218	170.670	30.195	1.61	1.86	Oridorsalis umbonatus	4010	LearRosenthalOthers04
ODP1218	171.170	30.222	1.34	1.59	Oridorsalis umbonatus	4009	LearRosenthalOthers04
ODP1218	171.680	30.246	1.51	1.76	Oridorsalis umbonatus	4008	LearRosenthalOthers04
ODP1218	171.680	30.246	1.57	1.82	Oridorsalis umbonatus	4008	LearRosenthalOthers04
ODP1218	171.800	30.251	1.44	1.69	Oridorsalis umbonatus	4008	LearRosenthalOthers04
ODP1218	172.170	30.269	1.46	1.71	Oridorsalis umbonatus	4007	LearRosenthalOthers04
ODP1218	172.670	30.291	1.60	1.85	Oridorsalis umbonatus	4007	LearRosenthalOthers04
ODP1218	173.180	30.315	1.58	1.83	Oridorsalis umbonatus	4006	LearRosenthalOthers04
ODP1218	173.670	30.336	1.43	1.68	Oridorsalis umbonatus	4005	LearRosenthalOthers04
ODP1218	174.170	30.360	1.48	1.73	Oridorsalis umbonatus	4005	LearRosenthalOthers04
ODP1218	174.680	30.383	1.47	1.72	Oridorsalis umbonatus	4004	LearRosenthalOthers04
ODP1218	175.170	30.405	1.43	1.68	Oridorsalis umbonatus	4003	LearRosenthalOthers04
ODP1218	175.670	30.428	1.41	1.66	Oridorsalis umbonatus	4002	LearRosenthalOthers04
ODP1218	176.170	30.452	1.55	1.80	Oridorsalis umbonatus	4002	LearRosenthalOthers04
ODP1218	176.670	30.474	1.21	1.46	Oridorsalis umbonatus	4001	LearRosenthalOthers04
ODP1218	176.670	30.474	1.28	1.53	Oridorsalis umbonatus	4001	LearRosenthalOthers04
ODP1218	176.670	30.474	1.55	1.80	Oridorsalis umbonatus	4001	LearRosenthalOthers04
ODP1218	176.670	30.474	1.56	1.81	Oridorsalis umbonatus	4001	LearRosenthalOthers04
ODP1218	177.170	30.497	1.39	1.64	Oridorsalis umbonatus	4000	LearRosenthalOthers04
ODP1218	177.670	30.519	1.25	1.50	Oridorsalis umbonatus	4000	LearRosenthalOthers04
ODP1218	178.200	30.538	1.65	1.90	Oridorsalis umbonatus	3999	LearRosenthalOthers04
ODP1218	177.850	30.542	1.21	1.46	Oridorsalis umbonatus	3999	LearRosenthalOthers04
DSDP573	437.470	30.555	1.65	1.80	Oridorsalis umbonatus	3373	LearElderfieldOthers00
DSDP573	437.470	30.555	1.75	1.90	Oridorsalis umbonatus	3373	LearElderfieldOthers00
ODP0689	104.220	30.564	1.88	1.78	Cibicidoides spp. Billups	1737	BillupsSchrag03
ODP1218	179.700	30.586	1.49	1.74	Oridorsalis umbonatus	3998	LearRosenthalOthers04
ODP1218	178.850	30.588	1.35	1.60	Oridorsalis umbonatus	3997	LearRosenthalOthers04
ODP1218	179.850	30.644	1.53	1.78	Oridorsalis umbonatus	3995	LearRosenthalOthers04
ODP1218	180.350	30.701	1.23	1.48	Oridorsalis umbonatus	3993	LearRosenthalOthers04
ODP1218	180.850	30.759	1.44	1.69	Oridorsalis umbonatus	3991	LearRosenthalOthers04
ODP1218	181.350	30.816	1.65	1.90	Oridorsalis umbonatus	3988	LearRosenthalOthers04
ODP1218	181.350	30.816	1.72	1.97	Oridorsalis umbonatus	3988	LearRosenthalOthers04
ODP0689	105.700	30.830	2.01	1.89	Cibicidoides spp. Billups	1733	BillupsSchrag03
ODP1218	180.200	30.865	1.78	2.03	Oridorsalis umbonatus	3985	LearRosenthalOthers04
ODP1218	181.850	30.874	1.41	1.66	Oridorsalis umbonatus	3986	LearRosenthalOthers04
ODP1218	182.350	30.934	1.22	1.46	Oridorsalis umbonatus	3984	LearRosenthalOthers04
ODP1218	180.960	30.952	1.35	1.59	Oridorsalis umbonatus	3982	LearRosenthalOthers04
ODP1218	181.230	30.983	1.18	1.42	Oridorsalis umbonatus	3980	LearRosenthalOthers04
ODP1218	181.300	30.992	1.67	1.91	Oridorsalis umbonatus	3980	LearRosenthalOthers04
ODP1218	181.480	31.012	1.62	1.86	Oridorsalis umbonatus	3979	LearRosenthalOthers04
ODP1218	181.700	31.037	1.40	1.64	Oridorsalis umbonatus	3978	LearRosenthalOthers04
ODP1218	181.730	31.041	1.43	1.67	Oridorsalis umbonatus	3978	LearRosenthalOthers04
ODP1218	181.980	31.069	1.46	1.70	Oridorsalis umbonatus	3977	LearRosenthalOthers04
ODP1218	182.210	31.096	1.36	1.60	Oridorsalis umbonatus	3976	LearRosenthalOthers04
ODP0689	107.250	31.106	1.97	1.86	Cibicidoides spp. Billups	1728	BillupsSchrag03
ODP1218	182.460	31.121	1.42	1.66	Oridorsalis umbonatus	3975	LearRosenthalOthers04
ODP1218	182.700	31.138	1.51	1.75	Oridorsalis umbonatus	3974	LearRosenthalOthers04
ODP1218	182.710	31.139	1.47	1.71	Oridorsalis umbonatus	3974	LearRosenthalOthers04
ODP1218	182.960	31.158	1.47	1.71	Oridorsalis umbonatus	3973	LearRosenthalOthers04
DSDP573	450.610	31.161	1.70	1.85	Oridorsalis umbonatus	3346	LearElderfieldOthers00
ODP1218	183.210	31.176	1.53	1.77	Oridorsalis umbonatus	3973	LearRosenthalOthers04
ODP1218	183.460	31.195	1.36	1.60	Oridorsalis umbonatus	3972	LearRosenthalOthers04
ODP1218	183.730	31.214	1.55	1.79	Oridorsalis umbonatus	3971	LearRosenthalOthers04
ODP1218	183.980	31.233	1.33	1.57	Oridorsalis umbonatus	3971	LearRosenthalOthers04
ODP1218	184.230	31.251	1.53	1.77	Oridorsalis umbonatus	3970	LearRosenthalOthers04
ODP1218	184.480	31.270	1.53	1.77	Oridorsalis umbonatus	3969	LearRosenthalOthers04
ODP1218	184.730	31.288	1.48	1.72	Oridorsalis umbonatus	3969	LearRosenthalOthers04
DSDP573	454.390	31.314	2.03	2.17	Oridorsalis umbonatus	3339	LearElderfieldOthers00
ODP1218	185.200	31.323	1.68	1.92	Oridorsalis umbonatus	3967	LearRosenthalOthers04
ODP0689	108.720	31.340	1.75	1.66	Cibicidoides spp. Billups	1724	BillupsSchrag03
ODP1218	185.450	31.341	1.50	1.74	Oridorsalis umbonatus	3967	LearRosenthalOthers04
ODP1218	185.700	31.360	1.39	1.63	Oridorsalis umbonatus	3966	LearRosenthalOthers04
ODP1218	185.950	31.378	1.62	1.86	Oridorsalis umbonatus	3965	LearRosenthalOthers04
ODP1218	186.200	31.396	1.67	1.91	Oridorsalis umbonatus	3964	LearRosenthalOthers04
ODP1218	186.250	31.400	1.51	1.75	Oridorsalis umbonatus	3964	LearRosenthalOthers04
ODP1218	186.450	31.414	1.51	1.75	Oridorsalis umbonatus	3964	LearRosenthalOthers04
ODP1218	186.950	31.452	1.56	1.80	Oridorsalis umbonatus	3962	LearRosenthalOthers04
ODP1218	187.200	31.470	1.69	1.93	Oridorsalis umbonatus	3962	LearRosenthalOthers04
ODP1218	187.450	31.488	1.73	1.97	Oridorsalis umbonatus	3961	LearRosenthalOthers04
ODP1218	187.700	31.507	1.70	1.94	Oridorsalis umbonatus	3960	LearRosenthalOthers04
ODP1218	187.530	31.512	1.67	1.91	Oridorsalis umbonatus	3960	LearRosenthalOthers04
ODP1218	187.950	31.525	1.73	1.97	Oridorsalis umbonatus	3960	LearRosenthalOthers04
ODP1218	187.730	31.527	1.69	1.93	Oridorsalis umbonatus	3959	LearRosenthalOthers04
ODP1218	188.150	31.540	1.49	1.73	Oridorsalis umbonatus	3959	LearRosenthalOthers04
ODP1218	188.000	31.546	1.54	1.78	Oridorsalis umbonatus	3959	LearRosenthalOthers04
ODP1218	188.250	31.564	1.62	1.86	Oridorsalis umbonatus	3958	LearRosenthalOthers04
ODP0689	110.190	31.584	2.21	2.07	Cibicidoides spp. Billups	1720	BillupsSchrag03
ODP1218	188.500	31.584	1.83	2.07	Oridorsalis umbonatus	3957	LearRosenthalOthers04
ODP1218	188.750	31.602	1.62	1.86	Oridorsalis umbonatus	3956	LearRosenthalOthers04
ODP1218	189.250	31.639	1.76	2.00	Oridorsalis umbonatus	3955	LearRosenthalOthers04
ODP1218	189.500	31.657	1.54	1.78	Oridorsalis umbonatus	3954	LearRosenthalOthers04
ODP1218	189.750	31.675	1.56	1.80	Oridorsalis umbonatus	3954	LearRosenthalOthers04
ODP1218	190.000	31.693	1.72	1.96	Oridorsalis umbonatus	3953	LearRosenthalOthers04
ODP1218	190.500	31.731	1.68	1.92	Oridorsalis umbonatus	3951	LearRosenthalOthers04
ODP1218	190.750	31.749	1.61	1.85	Oridorsalis umbonatus	3951	LearRosenthalOthers04
ODP1218	191.000	31.767	1.65	1.89	Oridorsalis umbonatus	3950	LearRosenthalOthers04
ODP1218	191.250	31.786	1.52	1.76	Oridorsalis umbonatus	3949	LearRosenthalOthers04
ODP1218	191.500	31.804	1.77	2.01	Oridorsalis umbonatus	3949	LearRosenthalOthers04
ODP1218	191.750	31.822	1.61	1.85	Oridorsalis umbonatus	3948	LearRosenthalOthers04
ODP1218	192.000	31.840	1.68	1.92	Oridorsalis umbonatus	3947	LearRosenthalOthers04
DSDP573	468.910	31.872	1.92	2.06	Oridorsalis umbonatus	3315	LearElderfieldOthers00
ODP1218	192.550	31.881	1.65	1.89	Oridorsalis umbonatus	3946	LearRosenthalOthers04
ODP1218	192.800	31.900	1.61	1.85	Oridorsalis umbonatus	3945	LearRosenthalOthers04
ODP1218	193.050	31.916	1.57	1.81	Oridorsalis umbonatus	3944	LearRosenthalOthers04
ODP1218	193.920	31.940	1.58	1.82	Oridorsalis umbonatus	3944	LearRosenthalOthers04
ODP1218	194.200	31.959	1.53	1.77	Oridorsalis umbonatus	3943	LearRosenthalOthers04
ODP1218	194.700	31.996	1.72	1.96	Oridorsalis umbonatus	3942	LearRosenthalOthers04
ODP1218	195.200	32.032	1.55	1.79	Oridorsalis umbonatus	3940	LearRosenthalOthers04
ODP1218	195.450	32.050	1.68	1.92	Oridorsalis umbonatus	3939	LearRosenthalOthers04
ODP1218	195.700	32.069	1.45	1.69	Oridorsalis umbonatus	3939	LearRosenthalOthers04
ODP1218	195.950	32.087	1.54	1.78	Oridorsalis umbonatus	3938	LearRosenthalOthers04
ODP1218	196.200	32.106	1.68	1.92	Oridorsalis umbonatus	3937	LearRosenthalOthers04
ODP1218	196.450	32.125	1.65	1.89	Oridorsalis umbonatus	3937	LearRosenthalOthers04
ODP1218	195.500	32.136	1.67	1.91	Oridorsalis umbonatus	3935	LearRosenthalOthers04
ODP1218	198.750	32.154	1.58	1.82	Oridorsalis umbonatus	3937	LearRosenthalOthers04
ODP1218	196.250	32.190	1.68	1.92	Oridorsalis umbonatus	3933	LearRosenthalOthers04
ODP1218	196.500	32.209	1.80	2.04	Oridorsalis umbonatus	3933	LearRosenthalOthers04
ODP1218	196.750	32.227	1.99	2.23	Oridorsalis umbonatus	3932	LearRosenthalOthers04
ODP1218	197.000	32.245	1.57	1.81	Oridorsalis umbonatus	3931	LearRosenthalOthers04
ODP1218	197.250	32.265	1.54	1.78	Oridorsalis umbonatus	3930	LearRosenthalOthers04
ODP1218	197.750	32.301	1.53	1.77	Oridorsalis umbonatus	3929	LearRosenthalOthers04
ODP1218	198.000	32.319	1.45	1.69	Oridorsalis umbonatus	3928	LearRosenthalOthers04
ODP1218	198.250	32.338	1.74	1.98	Oridorsalis umbonatus	3927	LearRosenthalOthers04
ODP0689	113.780	32.345			Cibicidoides spp. Billups	1707	BillupsSchrag03
ODP1218	198.500	32.356	1.80	2.03	Oridorsalis umbonatus	3927	LearRosenthalOthers04
ODP1218	198.750	32.374	1.64	1.87	Oridorsalis umbonatus	3926	LearRosenthalOthers04
DSDP573	482.200	32.384	1.76	1.90	Oridorsalis umbonatus	3292	LearElderfieldOthers00
ODP1218	199.700	32.395	1.66	1.89	Oridorsalis umbonatus	3926	LearRosenthalOthers04
ODP1218	199.080	32.398	1.62	1.85	Oridorsalis umbonatus	3925	LearRosenthalOthers04
ODP1218	199.300	32.415	1.53	1.76	Oridorsalis umbonatus	3924	LearRosenthalOthers04
ODP1218	199.820	32.453	1.61	1.84	Oridorsalis umbonatus	3923	LearRosenthalOthers04
ODP1218	200.100	32.474	1.44	1.67	Oridorsalis umbonatus	3922	LearRosenthalOthers04
ODP1218	200.360	32.493	1.33	1.56	Oridorsalis umbonatus	3921	LearRosenthalOthers04
ODP1218	200.850	32.529	1.55	1.78	Oridorsalis umbonatus	3920	LearRosenthalOthers04
ODP1218	201.100	32.548	1.55	1.78	Oridorsalis umbonatus	3919	LearRosenthalOthers04
ODP1218	201.350	32.566	1.71	1.94	Oridorsalis umbonatus	3918	LearRosenthalOthers04
ODP1218	201.650	32.588	1.64	1.87	Oridorsalis umbonatus	3918	LearRosenthalOthers04
ODP1218	201.860	32.603	1.55	1.78	Oridorsalis umbonatus	3917	LearRosenthalOthers04
ODP1218	202.970	32.625	1.55	1.78	Oridorsalis umbonatus	3917	LearRosenthalOthers04
ODP1218	202.360	32.640	1.61	1.84	Oridorsalis umbonatus	3915	LearRosenthalOthers04
ODP1218	202.610	32.658	1.56	1.79	Oridorsalis umbonatus	3915	LearRosenthalOthers04
ODP1218	202.860	32.676	1.82	2.05	Oridorsalis umbonatus	3914	LearRosenthalOthers04
ODP1218	203.080	32.693	1.38	1.61	Oridorsalis umbonatus	3913	LearRosenthalOthers04
ODP1218	203.330	32.714	1.66	1.89	Oridorsalis umbonatus	3913	LearRosenthalOthers04
ODP1218	202.810	32.738	1.77	2.00	Oridorsalis umbonatus	3911	LearRosenthalOthers04
ODP1218	203.310	32.775	1.64	1.87	Oridorsalis umbonatus	3910	LearRosenthalOthers04
ODP1218	203.560	32.793	1.64	1.87	Oridorsalis umbonatus	3909	LearRosenthalOthers04
ODP1218	203.800	32.810	1.60	1.83	Oridorsalis umbonatus	3908	LearRosenthalOthers04
ODP1218	204.050	32.830	1.67	1.90	Oridorsalis umbonatus	3907	LearRosenthalOthers04
ODP0689	115.320	32.832	2.03	1.91	Cibicidoides spp. Billups	1698	BillupsSchrag03
ODP1218	204.300	32.848	1.82	2.05	Oridorsalis umbonatus	3907	LearRosenthalOthers04
DSDP573	494.340	32.852	1.95	2.08	Oridorsalis umbonatus	3270	LearElderfieldOthers00
ODP1218	204.550	32.866	1.60	1.83	Oridorsalis umbonatus	3906	LearRosenthalOthers04
ODP1218	204.800	32.884	1.72	1.95	Oridorsalis umbonatus	3905	LearRosenthalOthers04
ODP1218	205.050	32.903	1.58	1.81	Oridorsalis umbonatus	3904	LearRosenthalOthers04
ODP1218	205.500	32.910	1.71	1.94	Oridorsalis umbonatus	3904	LearRosenthalOthers04
