Site	Sample depth	Age	Mg/Ca	Mg/Ca adj.	Taxa	Paleodepth	Reference	
ODP1218	223.750	35.441	1.44	1.65	Oridorsalis umbonatus	3788	LearRosenthalOthers04
ODP1218	221.950	35.469	1.84	2.05	Oridorsalis umbonatus	3785	LearRosenthalOthers04
ODP1218	224.250	35.505	1.65	1.86	Oridorsalis umbonatus	3785	LearRosenthalOthers04
ODP0689	129.190	35.606	1.90	1.79	Cibicidoides spp. Billups	1645	BillupsSchrag03
ODP0689	129.950	35.711	1.76	1.66	Cibicidoides spp. Billups	1644	BillupsSchrag03
ODP0689	131.570	35.928	1.89	1.78	Cibicidoides spp. Billups	1640	BillupsSchrag03
ODP1218	226.820	35.995	1.81	2.02	Oridorsalis umbonatus	3760	LearRosenthalOthers04
ODP1218	227.320	36.076	1.50	1.71	Oridorsalis umbonatus	3756	LearRosenthalOthers04
ODP1218	227.320	36.076	1.69	1.90	Oridorsalis umbonatus	3756	LearRosenthalOthers04
ODP0757	131.000	36.102	1.34		Cibicidoides spp.	757	BillupsSchrag03
ODP0689	133.090	36.128	1.97	1.85	Cibicidoides spp. Billups	1636	BillupsSchrag03
ODP1218	227.820	36.156	1.47	1.68	Oridorsalis umbonatus	3752	LearRosenthalOthers04
ODP1218	227.820	36.156	1.58	1.79	Oridorsalis umbonatus	3752	LearRosenthalOthers04
ODP1218	228.480	36.262	1.38	1.58	Oridorsalis umbonatus	3747	LearRosenthalOthers04
ODP0689	134.420	36.301	2.06	1.93	Cibicidoides spp. Billups	1633	BillupsSchrag03
ODP1218	228.820	36.312	1.47	1.67	Oridorsalis umbonatus	3744	LearRosenthalOthers04
ODP0689	136.240	36.471	2.13	1.99	Cibicidoides spp. Billups	1630	BillupsSchrag03
ODP0757	131.500	36.471	1.41		Cibicidoides spp.	742	BillupsSchrag03
ODP0689	137.680	36.607	2.35	2.19	Cibicidoides spp. Billups	1628	BillupsSchrag03
ODP1218	231.970	36.849	1.44	1.64	Oridorsalis umbonatus	3717	LearRosenthalOthers04
ODP0689	141.050	36.920	1.85	1.74	Cibicidoides spp. Billups	1623	BillupsSchrag03
ODP0689	142.480	37.055	2.48	2.31	Cibicidoides spp. Billups	1620	BillupsSchrag03
ODP1209	128.000	37.055	2.11	2.15	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	128.080	37.063	1.84	1.88	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	128.160	37.080	1.76	1.80	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	128.320	37.097	2.14	2.18	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	128.450	37.114	1.92	1.96	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	128.560	37.123	1.98	2.02	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	128.700	37.139	1.78	1.82	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	128.920	37.173	1.93	1.97	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	129.050	37.182	1.98	2.02	Oridorsalis umbonatus	2391	DawberTripati11
ODP0689	144.040	37.199	1.85	1.74	Cibicidoides spp. Billups	1618	BillupsSchrag03
ODP1209	129.170	37.199	2.00	2.04	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	129.280	37.216	1.82	1.86	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	129.430	37.232	1.87	1.91	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	129.580	37.249	1.75	1.79	Oridorsalis umbonatus	2391	DawberTripati11
ODP1218	231.050	37.265	1.36	1.56	Oridorsalis umbonatus	3694	LearRosenthalOthers04
ODP1209	129.700	37.266	1.86	1.90	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	129.820	37.274	1.66	1.70	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	129.880	37.283	1.55	1.59	Oridorsalis umbonatus	2391	DawberTripati11
ODP0757	133.000	37.291	2.18		Cibicidoides spp.	706	BillupsSchrag03
ODP1209	129.730	37.316			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1218	231.550	37.323	1.16	1.36	Oridorsalis umbonatus	3691	LearRosenthalOthers04
ODP1218	231.550	37.323	1.56	1.76	Oridorsalis umbonatus	3691	LearRosenthalOthers04
ODP1209	129.780	37.325			Nuttallides truempyi	2391	DawberTripati11
ODP1209	129.830	37.325			Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	129.960	37.342			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	130.380	37.342	1.53	1.57	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	130.020	37.350	1.29	1.77	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	130.080	37.358			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	130.130	37.367			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	130.180	37.375			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	130.590	37.375	1.70	1.74	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	130.230	37.383	1.43	1.96	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	130.280	37.383			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	130.430	37.400	1.53	2.09	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	130.810	37.400	1.78	1.82	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	130.480	37.409			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	130.530	37.417			Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	130.580	37.425			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	130.630	37.425			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	130.620	37.434	1.98	2.02	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	130.830	37.450			Nuttallides truempyi	2391	DawberTripati11
ODP1209	130.880	37.459			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	130.980	37.467			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	130.930	37.467			Nuttallides truempyi	2391	DawberTripati11
ODP1209	131.030	37.475			Nuttallides truempyi	2391	DawberTripati11
ODP1209	131.180	37.492			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	131.130	37.492			Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	131.000	37.492	1.77	1.81	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	131.230	37.501	1.44	1.97	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	131.200	37.501	1.70	1.74	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	131.280	37.509			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	131.330	37.509	1.28	1.76	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	131.290	37.509	1.81	1.85	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	131.330	37.509			Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	131.380	37.517			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	131.390	37.517	1.95	1.99	Oridorsalis umbonatus	2391	DawberTripati11
ODP1218	232.550	37.520			Oridorsalis umbonatus	3681	LearRosenthalOthers04
ODP1209	131.430	37.526	1.33	1.83	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	131.430	37.526			Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	131.440	37.526	1.96	2.00	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	131.480	37.534			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	131.530	37.534			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	131.580	37.542			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	131.630	37.551			Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	131.680	37.559			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	131.730	37.559			Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	131.780	37.568			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	131.780	37.568			Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	131.830	37.576	1.44	1.97	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	131.880	37.576			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	131.930	37.585			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	131.650	37.585	1.76	1.80	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	131.980	37.593			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	132.030	37.602	1.36	1.87	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	132.080	37.602			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	132.130	37.610	1.43	1.96	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	132.180	37.618			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	132.230	37.618	1.28	1.76	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	132.280	37.627			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	132.330	37.635	1.47	2.01	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	132.050	37.635	1.80	1.84	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	132.380	37.643	1.36	1.87	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	132.430	37.643	1.34	1.84	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	132.480	37.652			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	132.530	37.660	1.37	1.88	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	132.580	37.668			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	132.580	37.668			Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	132.680	37.677			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	132.730	37.685	1.13	1.57	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	132.780	37.702			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	132.410	37.702	1.95	1.99	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	132.830	37.710	1.33	1.83	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1218	233.550	37.720			Oridorsalis umbonatus	3670	LearRosenthalOthers04
ODP1209	132.880	37.727			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	132.880	37.727	1.47	2.01	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	132.930	37.735	1.32	1.81	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	132.580	37.743	1.78	1.82	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	132.980	37.752			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	133.030	37.760	1.42	1.94	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	133.130	37.785	1.29	1.77	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	132.750	37.794	1.51	1.55	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	133.230	37.810			Nuttallides truempyi	2391	DawberTripati11
ODP0757	134.500	37.819	1.67		Cibicidoides spp.	684	BillupsSchrag03
ODP1209	133.280	37.819			Nuttallides truempyi	2391	DawberTripati11
ODP1209	133.330	37.835			Nuttallides truempyi	2391	DawberTripati11
ODP1209	133.380	37.844			Nuttallides truempyi	2391	DawberTripati11
ODP1209	133.430	37.860			Nuttallides truempyi	2391	DawberTripati11
ODP1209	133.000	37.860	1.61	1.65	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	133.480	37.877			Nuttallides truempyi	2391	DawberTripati11
ODP1209	133.250	37.877	2.00	2.04	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	133.530	37.885			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	133.530	37.885	1.18	2.31	Nuttallides truempyi	2391	DawberTripati11
ODP1209	133.360	37.902	1.28	2.50	Nuttallides truempyi	2391	DawberTripati11
ODP1209	133.580	37.902			Nuttallides truempyi	2391	DawberTripati11
ODP1209	133.440	37.919	1.49	2.03	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	133.630	37.919			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	133.630	37.919			Nuttallides truempyi	2391	DawberTripati11
ODP1209	133.630	37.919			Oridorsalis umbonatus	2391	DawberTripati11
ODP1218	234.550	37.924			Oridorsalis umbonatus	3659	LearRosenthalOthers04
ODP0689	145.450	37.935	1.89	1.78	Cibicidoides spp. Billups	1601	BillupsSchrag03
ODP1209	133.490	37.935	1.55	2.11	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	133.680	37.935			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	133.300	37.944	1.72	1.76	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	133.560	37.952	1.53	2.09	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	133.730	37.952	1.34	2.61	Nuttallides truempyi	2391	DawberTripati11
ODP0689	145.480	37.953	1.94	1.91	Oridorsalis umbonatus	1600	LearElderfieldOthers00
ODP0689	145.480	37.953	1.57	2.06	Cibicidoides spp. Lear	1600	LearElderfieldOthers00
ODP0689	145.480	37.953	1.39	2.59	Nuttallides truempyi	1600	LearElderfieldOthers00
ODP1209	133.780	37.960	1.39	1.90	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	133.600	37.960	1.68	1.72	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	133.650	37.969	2.10	2.14	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	133.830	37.977	1.50	2.05	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	133.680	37.977	1.91	1.95	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	133.720	37.985	1.71	1.75	Oridorsalis umbonatus	2391	DawberTripati11
ODP0689	145.530	37.986	1.83	1.80	Oridorsalis umbonatus	1600	LearElderfieldOthers00
ODP0689	145.530	37.986	1.16	2.15	Nuttallides truempyi	1600	LearElderfieldOthers00
ODP1209	133.880	37.994	1.43	1.96	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	133.760	37.994	1.88	1.92	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	133.880	37.994			Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	131.940	37.994	1.76	1.80	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	133.790	38.002	1.78	1.82	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	133.900	38.002	1.87	1.91	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	133.930	38.010	1.46	2.00	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	133.860	38.019	1.47	2.01	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	133.590	38.019	1.92	1.96	Oridorsalis umbonatus	2391	DawberTripati11
ODP1218	236.550	38.021			Oridorsalis umbonatus	3655	LearRosenthalOthers04
ODP1209	133.980	38.027	1.38	1.89	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	133.900	38.027	1.75	1.79	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.000	38.027	1.83	1.87	Oridorsalis umbonatus	2391	DawberTripati11
ODP1218	236.580	38.028			Oridorsalis umbonatus	3655	LearRosenthalOthers04
ODP1209	133.930	38.035	1.76	1.80	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.030	38.035	1.93	1.97	Oridorsalis umbonatus	2391	DawberTripati11
ODP1218	235.050	38.039			Oridorsalis umbonatus	3653	LearRosenthalOthers04
ODP1209	134.050	38.044	1.87	1.91	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.080	38.052			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	133.980	38.052	1.89	1.93	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.000	38.052	1.90	1.94	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.080	38.052	1.99	2.03	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.130	38.069	1.06	2.08	Nuttallides truempyi	2391	DawberTripati11
ODP1209	134.060	38.069	1.88	1.92	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.150	38.069	1.62	1.66	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.080	38.077			Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	133.770	38.077	1.78	1.82	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.130	38.086	1.77	1.81	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.180	38.086			Oridorsalis umbonatus	2391	DawberTripati11
ODP1218	237.050	38.090			Oridorsalis umbonatus	3651	LearRosenthalOthers04
ODP1209	134.160	38.094	1.81	1.85	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.180	38.094	1.77	1.81	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.230	38.102	1.64	1.68	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.240	38.111	1.09	2.14	Nuttallides truempyi	2391	DawberTripati11
ODP1209	134.280	38.111	1.55	1.59	Oridorsalis umbonatus	2391	DawberTripati11
ODP0757	136.000	38.119	1.42		Cibicidoides spp.	671	BillupsSchrag03
ODP1209	134.260	38.119	1.83	1.87	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.290	38.127	1.75	1.79	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.320	38.127	1.83	1.87	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.330	38.127	1.73	1.77	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.340	38.136	1.95	1.99	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.390	38.144			Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.380	38.144	2.02	2.06	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.410	38.153	1.91	1.95	Oridorsalis umbonatus	2391	DawberTripati11
ODP1218	237.550	38.154			Oridorsalis umbonatus	3648	LearRosenthalOthers04
ODP0689	147.000	38.156	1.62	1.59	Oridorsalis umbonatus	1596	LearElderfieldOthers00
ODP0689	147.000	38.156	1.64	2.15	Cibicidoides spp. Lear	1596	LearElderfieldOthers00
ODP1209	134.440	38.161	1.95	1.99	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.430	38.161	2.00	2.04	Oridorsalis umbonatus	2391	DawberTripati11
ODP0689	147.080	38.163	2.51	2.48	Oridorsalis umbonatus	1596	LearElderfieldOthers00
ODP0689	147.130	38.169	2.09	1.96	Cibicidoides spp. Billups	1596	BillupsSchrag03
ODP1209	134.470	38.169	2.16	2.20	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.480	38.169	1.95	1.99	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	132.900	38.169	1.67	1.71	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	134.500	38.178	2.07	2.11	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.550	38.186	2.02	2.06	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.530	38.186	2.02	2.06	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.570	38.194	1.99	2.03	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.600	38.194	1.97	2.01	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.580	38.203	2.09	2.13	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.650	38.211	2.01	2.05	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.670	38.211	1.90	1.94	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.700	38.220	1.79	1.83	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.630	38.220	1.95	1.99	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.750	38.236	1.92	1.96	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.780	38.236	1.97	2.01	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.680	38.236	1.72	1.76	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.800	38.245	2.16	2.20	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.730	38.245	1.94	1.98	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.860	38.261	2.06	2.10	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.780	38.261	1.85	1.89	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.910	38.270			Nuttallides truempyi	2391	DawberTripati11
ODP1209	134.890	38.270	1.92	1.96	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.830	38.278	1.00	1.97	Nuttallides truempyi	2390	DawberTripati11
ODP1209	134.940	38.278	2.17	2.21	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	133.490	38.278	1.66	1.70	Oridorsalis umbonatus	2390	DawberTripati11
ODP1218	238.550	38.284			Oridorsalis umbonatus	3641	LearRosenthalOthers04
ODP1209	134.960	38.287			Nuttallides truempyi	2391	DawberTripati11
ODP1209	135.010	38.295	1.11	2.18	Nuttallides truempyi	2391	DawberTripati11
ODP1209	134.880	38.295	1.59	1.63	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.070	38.312	1.11	2.18	Nuttallides truempyi	2391	DawberTripati11
ODP1209	134.930	38.312	2.31	2.35	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.100	38.320	1.92	1.96	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.980	38.320	1.97	2.01	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.130	38.328	2.01	2.05	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.160	38.328	1.81	1.85	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	135.180	38.337	2.01	2.05	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.030	38.337	2.01	2.05	Oridorsalis umbonatus	2390	DawberTripati11
ODP1218	239.050	38.349			Oridorsalis umbonatus	3638	LearRosenthalOthers04
ODP1209	135.240	38.354	1.81	1.85	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.260	38.354	1.80	1.84	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.080	38.354	2.09	2.13	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.300	38.362	2.22	2.26	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.130	38.370	2.01	2.05	Oridorsalis umbonatus	2390	DawberTripati11
ODP0757	137.500	38.379	1.77		Cibicidoides spp.	660	BillupsSchrag03
ODP1209	135.350	38.379	1.93	1.97	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.400	38.387	1.97	2.01	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.180	38.387	2.00	2.04	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.430	38.395	1.64	1.68	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.230	38.395	1.97	2.01	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.450	38.404	2.03	2.07	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.500	38.412	2.26	2.30	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.280	38.412	1.97	2.01	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.520	38.421	1.89	1.93	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.550	38.429	2.05	2.09	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.580	38.429	1.95	1.99	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.330	38.429	2.03	2.07	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.600	38.437	1.87	1.91	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.650	38.446	1.96	2.00	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.380	38.446	1.89	1.93	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.680	38.454	2.03	2.07	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.430	38.454	2.19	2.23	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.700	38.462	1.97	2.01	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.740	38.471	1.86	1.90	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.750	38.471	1.88	1.92	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.480	38.471	2.06	2.10	Oridorsalis umbonatus	2390	DawberTripati11
ODP1218	240.060	38.479			Oridorsalis umbonatus	3631	LearRosenthalOthers04
ODP1209	135.800	38.488	1.86	1.90	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.820	38.488	1.97	2.01	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.530	38.488	1.88	1.92	Oridorsalis umbonatus	2390	DawberTripati11
ODP0689	150.780	38.490	1.29		Stilostomella subspinosa	1591	LearElderfieldOthers00
ODP0689	150.830	38.496	1.88	1.77	Cibicidoides spp. Billups	1591	BillupsSchrag03
ODP1209	135.850	38.496	1.85	1.89	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.580	38.504	2.23	2.27	Oridorsalis umbonatus	2390	DawberTripati11
ODP0689	150.970	38.507	1.32		Stilostomella subspinosa	1590	LearElderfieldOthers00
ODP1209	135.900	38.513			Nuttallides truempyi	2390	DawberTripati11
ODP1209	135.950	38.521	2.11	2.15	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.630	38.521	1.92	1.96	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	136.000	38.529	1.98	2.02	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.680	38.529	2.08	2.12	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	136.020	38.538	1.97	2.01	Oridorsalis umbonatus	2390	DawberTripati11
ODP0689	151.390	38.544			Cibicidoides spp. Lear	1590	LearElderfieldOthers00
ODP1209	135.730	38.546			Nuttallides truempyi	2390	DawberTripati11
ODP1209	136.050	38.546	2.07	2.11	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	136.070	38.546	1.90	1.94	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	136.100	38.555	2.07	2.11	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	136.120	38.563	2.03	2.07	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.780	38.563	1.78	1.82	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	136.150	38.571	2.14	2.18	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.830	38.580	2.03	2.07	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.880	38.596			Nuttallides truempyi	2390	DawberTripati11
ODP1209	136.250	38.596	2.01	2.05	Oridorsalis umbonatus	2390	DawberTripati11
ODP1218	241.020	38.603			Oridorsalis umbonatus	3625	LearRosenthalOthers04
ODP1209	135.930	38.605			Nuttallides truempyi	2390	DawberTripati11
ODP1209	136.300	38.605	2.00	2.04	Oridorsalis umbonatus	2390	DawberTripati11
ODP1218	241.050	38.607			Oridorsalis umbonatus	3625	LearRosenthalOthers04
ODP1209	136.350	38.613	1.86	1.90	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.980	38.622	1.87	1.91	Oridorsalis umbonatus	2390	DawberTripati11
ODP0689	152.340	38.630	1.72	1.62	Cibicidoides spp. Billups	1588	BillupsSchrag03
ODP1209	136.400	38.630	1.93	1.97	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	136.450	38.638	1.87	1.91	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	136.030	38.638	2.08	2.12	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	136.500	38.655	2.18	2.22	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	136.080	38.655	1.97	2.01	Oridorsalis umbonatus	2390	DawberTripati11
